행정구역(동읍면)별,5세별,항목,단위,2022.09 월
고척제1동,55 - 59세,여자인구수[명],명,861
고척제1동,60 - 64세,총인구수[명],명,1889
고척제1동,60 - 64세,남자인구수[명],명,902
고척제1동,60 - 64세,여자인구수[명],명,987
고척제1동,65 - 69세,총인구수[명],명,1637
고척제1동,65 - 69세,남자인구수[명],명,790
고척제1동,65 - 69세,여자인구수[명],명,847
고척제1동,70 - 74세,총인구수[명],명,1150
고척제1동,70 - 74세,남자인구수[명],명,576
고척제1동,70 - 74세,여자인구수[명],명,574
고척제1동,75 - 79세,총인구수[명],명,772
고척제1동,75 - 79세,남자인구수[명],명,360
고척제1동,75 - 79세,여자인구수[명],명,412
고척제1동,80 - 84세,총인구수[명],명,497
고척제1동,80 - 84세,남자인구수[명],명,212
고척제1동,80 - 84세,여자인구수[명],명,285
고척제1동,85 - 89세,총인구수[명],명,231
고척제1동,85 - 89세,남자인구수[명],명,74
고척제1동,85 - 89세,여자인구수[명],명,157
고척제1동,90 - 94세,총인구수[명],명,83
고척제1동,90 - 94세,남자인구수[명],명,19
고척제1동,90 - 94세,여자인구수[명],명,64
고척제1동,95 - 99세,총인구수[명],명,16
고척제1동,95 - 99세,남자인구수[명],명,2
고척제1동,95 - 99세,여자인구수[명],명,14
고척제1동,100+,총인구수[명],명,2
고척제1동,100+,남자인구수[명],명,1
고척제1동,100+,여자인구수[명],명,1
고척제2동,계,총인구수[명],명,26271
고척제2동,계,남자인구수[명],명,13008
고척제2동,계,여자인구수[명],명,13263
고척제2동,0 - 4세,총인구수[명],명,553
고척제2동,0 - 4세,남자인구수[명],명,300
고척제2동,0 - 4세,여자인구수[명],명,253
고척제2동,5 - 9세,총인구수[명],명,905
고척제2동,5 - 9세,남자인구수[명],명,461
고척제2동,5 - 9세,여자인구수[명],명,444
고척제2동,10 - 14세,총인구수[명],명,1066
고척제2동,10 - 14세,남자인구수[명],명,547
고척제2동,10 - 14세,여자인구수[명],명,519
고척제2동,15 - 19세,총인구수[명],명,1107
고척제2동,15 - 19세,남자인구수[명],명,574
고척제2동,15 - 19세,여자인구수[명],명,533
고척제2동,20 - 24세,총인구수[명],명,1471
고척제2동,20 - 24세,남자인구수[명],명,757
고척제2동,20 - 24세,여자인구수[명],명,714
고척제2동,25 - 29세,총인구수[명],명,1748
고척제2동,25 - 29세,남자인구수[명],명,883
고척제2동,25 - 29세,여자인구수[명],명,865
고척제2동,30 - 34세,총인구수[명],명,1545
고척제2동,30 - 34세,남자인구수[명],명,803
고척제2동,30 - 34세,여자인구수[명],명,742
고척제2동,35 - 39세,총인구수[명],명,1524
고척제2동,35 - 39세,남자인구수[명],명,782
고척제2동,35 - 39세,여자인구수[명],명,742
고척제2동,40 - 44세,총인구수[명],명,1878
고척제2동,40 - 44세,남자인구수[명],명,917
고척제2동,40 - 44세,여자인구수[명],명,961
고척제2동,45 - 49세,총인구수[명],명,2091
고척제2동,45 - 49세,남자인구수[명],명,1039
고척제2동,45 - 49세,여자인구수[명],명,1052
고척제2동,50 - 54세,총인구수[명],명,2387
고척제2동,50 - 54세,남자인구수[명],명,1200
고척제2동,50 - 54세,여자인구수[명],명,1187
고척제2동,55 - 59세,총인구수[명],명,2252
고척제2동,55 - 59세,남자인구수[명],명,1109
고척제2동,55 - 59세,여자인구수[명],명,1143
고척제2동,60 - 64세,총인구수[명],명,2289
고척제2동,60 - 64세,남자인구수[명],명,1169
고척제2동,60 - 64세,여자인구수[명],명,1120
고척제2동,65 - 69세,총인구수[명],명,1858
고척제2동,65 - 69세,남자인구수[명],명,890
고척제2동,65 - 69세,여자인구수[명],명,968
고척제2동,70 - 74세,총인구수[명],명,1365
고척제2동,70 - 74세,남자인구수[명],명,635
고척제2동,70 - 74세,여자인구수[명],명,730
고척제2동,75 - 79세,총인구수[명],명,1052
고척제2동,75 - 79세,남자인구수[명],명,474
고척제2동,75 - 79세,여자인구수[명],명,578
고척제2동,80 - 84세,총인구수[명],명,725
고척제2동,80 - 84세,남자인구수[명],명,299
고척제2동,80 - 84세,여자인구수[명],명,426
고척제2동,85 - 89세,총인구수[명],명,333
고척제2동,85 - 89세,남자인구수[명],명,137
고척제2동,85 - 89세,여자인구수[명],명,196
고척제2동,90 - 94세,총인구수[명],명,95
고척제2동,90 - 94세,남자인구수[명],명,26
고척제2동,90 - 94세,여자인구수[명],명,69
고척제2동,95 - 99세,총인구수[명],명,24
고척제2동,95 - 99세,남자인구수[명],명,4
고척제2동,95 - 99세,여자인구수[명],명,20
고척제2동,100+,총인구수[명],명,3
고척제2동,100+,남자인구수[명],명,2
고척제2동,100+,여자인구수[명],명,1
개봉제1동,계,총인구수[명],명,33464
개봉제1동,계,남자인구수[명],명,16648
개봉제1동,계,여자인구수[명],명,16816
개봉제1동,0 - 4세,총인구수[명],명,1051
개봉제1동,0 - 4세,남자인구수[명],명,541
개봉제1동,0 - 4세,여자인구수[명],명,510
개봉제1동,5 - 9세,총인구수[명],명,1045
개봉제1동,5 - 9세,남자인구수[명],명,505
개봉제1동,5 - 9세,여자인구수[명],명,540
개봉제1동,10 - 14세,총인구수[명],명,1033
개봉제1동,10 - 14세,남자인구수[명],명,531
개봉제1동,10 - 14세,여자인구수[명],명,502
개봉제1동,15 - 19세,총인구수[명],명,1191
개봉제1동,15 - 19세,남자인구수[명],명,614
개봉제1동,15 - 19세,여자인구수[명],명,577
개봉제1동,20 - 24세,총인구수[명],명,1842
개봉제1동,20 - 24세,남자인구수[명],명,963
개봉제1동,20 - 24세,여자인구수[명],명,879
개봉제1동,25 - 29세,총인구수[명],명,2350
개봉제1동,25 - 29세,남자인구수[명],명,1180
개봉제1동,25 - 29세,여자인구수[명],명,1170
개봉제1동,30 - 34세,총인구수[명],명,2686
개봉제1동,30 - 34세,남자인구수[명],명,1334
개봉제1동,30 - 34세,여자인구수[명],명,1352
개봉제1동,35 - 39세,총인구수[명],명,2414
개봉제1동,35 - 39세,남자인구수[명],명,1275
개봉제1동,35 - 39세,여자인구수[명],명,1139
개봉제1동,40 - 44세,총인구수[명],명,2456
개봉제1동,40 - 44세,남자인구수[명],명,1299
개봉제1동,40 - 44세,여자인구수[명],명,1157
개봉제1동,45 - 49세,총인구수[명],명,2302
개봉제1동,45 - 49세,남자인구수[명],명,1156
개봉제1동,45 - 49세,여자인구수[명],명,1146
개봉제1동,50 - 54세,총인구수[명],명,2844
개봉제1동,50 - 54세,남자인구수[명],명,1408
개봉제1동,50 - 54세,여자인구수[명],명,1436
개봉제1동,55 - 59세,총인구수[명],명,2709
개봉제1동,55 - 59세,남자인구수[명],명,1347
개봉제1동,55 - 59세,여자인구수[명],명,1362
개봉제1동,60 - 64세,총인구수[명],명,2951
개봉제1동,60 - 64세,남자인구수[명],명,1453
개봉제1동,60 - 64세,여자인구수[명],명,1498
개봉제1동,65 - 69세,총인구수[명],명,2327
개봉제1동,65 - 69세,남자인구수[명],명,1106
개봉제1동,65 - 69세,여자인구수[명],명,1221
개봉제1동,70 - 74세,총인구수[명],명,1729
개봉제1동,70 - 74세,남자인구수[명],명,819
개봉제1동,70 - 74세,여자인구수[명],명,910
개봉제1동,75 - 79세,총인구수[명],명,1233
개봉제1동,75 - 79세,남자인구수[명],명,591
개봉제1동,75 - 79세,여자인구수[명],명,642
개봉제1동,80 - 84세,총인구수[명],명,833
개봉제1동,80 - 84세,남자인구수[명],명,368
개봉제1동,80 - 84세,여자인구수[명],명,465
개봉제1동,85 - 89세,총인구수[명],명,324
개봉제1동,85 - 89세,남자인구수[명],명,118
개봉제1동,85 - 89세,여자인구수[명],명,206
개봉제1동,90 - 94세,총인구수[명],명,115
개봉제1동,90 - 94세,남자인구수[명],명,36
개봉제1동,90 - 94세,여자인구수[명],명,79
개봉제1동,95 - 99세,총인구수[명],명,25
개봉제1동,95 - 99세,남자인구수[명],명,4
개봉제1동,95 - 99세,여자인구수[명],명,21
개봉제1동,100+,총인구수[명],명,4
개봉제1동,100+,남자인구수[명],명,0
개봉제1동,100+,여자인구수[명],명,4
개봉제2동,계,총인구수[명],명,30496
개봉제2동,계,남자인구수[명],명,14854
개봉제2동,계,여자인구수[명],명,15642
개봉제2동,0 - 4세,총인구수[명],명,818
개봉제2동,0 - 4세,남자인구수[명],명,421
개봉제2동,0 - 4세,여자인구수[명],명,397
개봉제2동,5 - 9세,총인구수[명],명,1031
개봉제2동,5 - 9세,남자인구수[명],명,535
개봉제2동,5 - 9세,여자인구수[명],명,496
개봉제2동,10 - 14세,총인구수[명],명,1033
개봉제2동,10 - 14세,남자인구수[명],명,532
개봉제2동,10 - 14세,여자인구수[명],명,501
개봉제2동,15 - 19세,총인구수[명],명,1128
개봉제2동,15 - 19세,남자인구수[명],명,548
개봉제2동,15 - 19세,여자인구수[명],명,580
개봉제2동,20 - 24세,총인구수[명],명,1636
개봉제2동,20 - 24세,남자인구수[명],명,813
개봉제2동,20 - 24세,여자인구수[명],명,823
개봉제2동,25 - 29세,총인구수[명],명,1893
개봉제2동,25 - 29세,남자인구수[명],명,953
개봉제2동,25 - 29세,여자인구수[명],명,940
개봉제2동,30 - 34세,총인구수[명],명,2051
개봉제2동,30 - 34세,남자인구수[명],명,1029
개봉제2동,30 - 34세,여자인구수[명],명,1022
개봉제2동,35 - 39세,총인구수[명],명,2054
개봉제2동,35 - 39세,남자인구수[명],명,1048
개봉제2동,35 - 39세,여자인구수[명],명,1006
개봉제2동,40 - 44세,총인구수[명],명,2337
개봉제2동,40 - 44세,남자인구수[명],명,1223
개봉제2동,40 - 44세,여자인구수[명],명,1114
개봉제2동,45 - 49세,총인구수[명],명,2272
개봉제2동,45 - 49세,남자인구수[명],명,1131
개봉제2동,45 - 49세,여자인구수[명],명,1141
개봉제2동,50 - 54세,총인구수[명],명,2439
개봉제2동,50 - 54세,남자인구수[명],명,1160
개봉제2동,50 - 54세,여자인구수[명],명,1279
개봉제2동,55 - 59세,총인구수[명],명,2304
개봉제2동,55 - 59세,남자인구수[명],명,1094
개봉제2동,55 - 59세,여자인구수[명],명,1210
개봉제2동,60 - 64세,총인구수[명],명,2763
개봉제2동,60 - 64세,남자인구수[명],명,1214
개봉제2동,60 - 64세,여자인구수[명],명,1549
개봉제2동,65 - 69세,총인구수[명],명,2430
개봉제2동,65 - 69세,남자인구수[명],명,1144
개봉제2동,65 - 69세,여자인구수[명],명,1286
개봉제2동,70 - 74세,총인구수[명],명,1843
개봉제2동,70 - 74세,남자인구수[명],명,864
개봉제2동,70 - 74세,여자인구수[명],명,979
개봉제2동,75 - 79세,총인구수[명],명,1255
개봉제2동,75 - 79세,남자인구수[명],명,632
개봉제2동,75 - 79세,여자인구수[명],명,623
개봉제2동,80 - 84세,총인구수[명],명,781
개봉제2동,80 - 84세,남자인구수[명],명,367
개봉제2동,80 - 84세,여자인구수[명],명,414
개봉제2동,85 - 89세,총인구수[명],명,293
개봉제2동,85 - 89세,남자인구수[명],명,110
개봉제2동,85 - 89세,여자인구수[명],명,183
개봉제2동,90 - 94세,총인구수[명],명,104
개봉제2동,90 - 94세,남자인구수[명],명,27
개봉제2동,90 - 94세,여자인구수[명],명,77
개봉제2동,95 - 99세,총인구수[명],명,24
개봉제2동,95 - 99세,남자인구수[명],명,6
개봉제2동,95 - 99세,여자인구수[명],명,18
개봉제2동,100+,총인구수[명],명,7
개봉제2동,100+,남자인구수[명],명,3
개봉제2동,100+,여자인구수[명],명,4
개봉제3동,계,총인구수[명],명,19996
개봉제3동,계,남자인구수[명],명,9702
개봉제3동,계,여자인구수[명],명,10294
개봉제3동,0 - 4세,총인구수[명],명,411
개봉제3동,0 - 4세,남자인구수[명],명,197
개봉제3동,0 - 4세,여자인구수[명],명,214
개봉제3동,5 - 9세,총인구수[명],명,567
개봉제3동,5 - 9세,남자인구수[명],명,274
개봉제3동,5 - 9세,여자인구수[명],명,293
개봉제3동,10 - 14세,총인구수[명],명,632
개봉제3동,10 - 14세,남자인구수[명],명,317
개봉제3동,10 - 14세,여자인구수[명],명,315
개봉제3동,15 - 19세,총인구수[명],명,708
개봉제3동,15 - 19세,남자인구수[명],명,369
개봉제3동,15 - 19세,여자인구수[명],명,339
개봉제3동,20 - 24세,총인구수[명],명,1055
개봉제3동,20 - 24세,남자인구수[명],명,548
개봉제3동,20 - 24세,여자인구수[명],명,507
개봉제3동,25 - 29세,총인구수[명],명,1377
개봉제3동,25 - 29세,남자인구수[명],명,696
개봉제3동,25 - 29세,여자인구수[명],명,681
개봉제3동,30 - 34세,총인구수[명],명,1310
개봉제3동,30 - 34세,남자인구수[명],명,693
개봉제3동,30 - 34세,여자인구수[명],명,617
개봉제3동,35 - 39세,총인구수[명],명,1243
개봉제3동,35 - 39세,남자인구수[명],명,625
개봉제3동,35 - 39세,여자인구수[명],명,618
개봉제3동,40 - 44세,총인구수[명],명,1528
개봉제3동,40 - 44세,남자인구수[명],명,805
개봉제3동,40 - 44세,여자인구수[명],명,723
개봉제3동,45 - 49세,총인구수[명],명,1500
개봉제3동,45 - 49세,남자인구수[명],명,767
개봉제3동,45 - 49세,여자인구수[명],명,733
개봉제3동,50 - 54세,총인구수[명],명,1702
개봉제3동,50 - 54세,남자인구수[명],명,823
개봉제3동,50 - 54세,여자인구수[명],명,879
개봉제3동,55 - 59세,총인구수[명],명,1650
개봉제3동,55 - 59세,남자인구수[명],명,764
개봉제3동,55 - 59세,여자인구수[명],명,886
개봉제3동,60 - 64세,총인구수[명],명,1913
개봉제3동,60 - 64세,남자인구수[명],명,865
개봉제3동,60 - 64세,여자인구수[명],명,1048
개봉제3동,65 - 69세,총인구수[명],명,1656
개봉제3동,65 - 69세,남자인구수[명],명,750
개봉제3동,65 - 69세,여자인구수[명],명,906
개봉제3동,70 - 74세,총인구수[명],명,1125
개봉제3동,70 - 74세,남자인구수[명],명,534
개봉제3동,70 - 74세,여자인구수[명],명,591
개봉제3동,75 - 79세,총인구수[명],명,775
개봉제3동,75 - 79세,남자인구수[명],명,355
개봉제3동,75 - 79세,여자인구수[명],명,420
개봉제3동,80 - 84세,총인구수[명],명,539
개봉제3동,80 - 84세,남자인구수[명],명,221
개봉제3동,80 - 84세,여자인구수[명],명,318
개봉제3동,85 - 89세,총인구수[명],명,220
개봉제3동,85 - 89세,남자인구수[명],명,76
개봉제3동,85 - 89세,여자인구수[명],명,144
개봉제3동,90 - 94세,총인구수[명],명,74
개봉제3동,90 - 94세,남자인구수[명],명,22
개봉제3동,90 - 94세,여자인구수[명],명,52
개봉제3동,95 - 99세,총인구수[명],명,11
개봉제3동,95 - 99세,남자인구수[명],명,1
개봉제3동,95 - 99세,여자인구수[명],명,10
개봉제3동,100+,총인구수[명],명,0
개봉제3동,100+,남자인구수[명],명,0
개봉제3동,100+,여자인구수[명],명,0
오류제1동,계,총인구수[명],명,22334
오류제1동,계,남자인구수[명],명,10767
오류제1동,계,여자인구수[명],명,11567
오류제1동,0 - 4세,총인구수[명],명,578
오류제1동,0 - 4세,남자인구수[명],명,304
오류제1동,0 - 4세,여자인구수[명],명,274
오류제1동,5 - 9세,총인구수[명],명,479
오류제1동,5 - 9세,남자인구수[명],명,241
오류제1동,5 - 9세,여자인구수[명],명,238
오류제1동,10 - 14세,총인구수[명],명,513
오류제1동,10 - 14세,남자인구수[명],명,261
오류제1동,10 - 14세,여자인구수[명],명,252
오류제1동,15 - 19세,총인구수[명],명,619
오류제1동,15 - 19세,남자인구수[명],명,292
오류제1동,15 - 19세,여자인구수[명],명,327
오류제1동,20 - 24세,총인구수[명],명,1350
오류제1동,20 - 24세,남자인구수[명],명,555
오류제1동,20 - 24세,여자인구수[명],명,795
오류제1동,25 - 29세,총인구수[명],명,2527
오류제1동,25 - 29세,남자인구수[명],명,1061
오류제1동,25 - 29세,여자인구수[명],명,1466
오류제1동,30 - 34세,총인구수[명],명,2650
오류제1동,30 - 34세,남자인구수[명],명,1326
오류제1동,30 - 34세,여자인구수[명],명,1324
오류제1동,35 - 39세,총인구수[명],명,1851
오류제1동,35 - 39세,남자인구수[명],명,975
오류제1동,35 - 39세,여자인구수[명],명,876
오류제1동,40 - 44세,총인구수[명],명,1585
오류제1동,40 - 44세,남자인구수[명],명,814
오류제1동,40 - 44세,여자인구수[명],명,771
오류제1동,45 - 49세,총인구수[명],명,1437
오류제1동,45 - 49세,남자인구수[명],명,762
오류제1동,45 - 49세,여자인구수[명],명,675
오류제1동,50 - 54세,총인구수[명],명,1567
오류제1동,50 - 54세,남자인구수[명],명,808
오류제1동,50 - 54세,여자인구수[명],명,759
오류제1동,55 - 59세,총인구수[명],명,1448
오류제1동,55 - 59세,남자인구수[명],명,702
오류제1동,55 - 59세,여자인구수[명],명,746
오류제1동,60 - 64세,총인구수[명],명,1615
오류제1동,60 - 64세,남자인구수[명],명,807
오류제1동,60 - 64세,여자인구수[명],명,808
오류제1동,65 - 69세,총인구수[명],명,1378
오류제1동,65 - 69세,남자인구수[명],명,638
오류제1동,65 - 69세,여자인구수[명],명,740
오류제1동,70 - 74세,총인구수[명],명,1096
오류제1동,70 - 74세,남자인구수[명],명,519
오류제1동,70 - 74세,여자인구수[명],명,577
오류제1동,75 - 79세,총인구수[명],명,734
오류제1동,75 - 79세,남자인구수[명],명,357
오류제1동,75 - 79세,여자인구수[명],명,377
오류제1동,80 - 84세,총인구수[명],명,593
오류제1동,80 - 84세,남자인구수[명],명,247
오류제1동,80 - 84세,여자인구수[명],명,346
오류제1동,85 - 89세,총인구수[명],명,222
오류제1동,85 - 89세,남자인구수[명],명,82
오류제1동,85 - 89세,여자인구수[명],명,140
오류제1동,90 - 94세,총인구수[명],명,72
오류제1동,90 - 94세,남자인구수[명],명,14
오류제1동,90 - 94세,여자인구수[명],명,58
오류제1동,95 - 99세,총인구수[명],명,18
오류제1동,95 - 99세,남자인구수[명],명,2
오류제1동,95 - 99세,여자인구수[명],명,16
오류제1동,100+,총인구수[명],명,2
오류제1동,100+,남자인구수[명],명,0
오류제1동,100+,여자인구수[명],명,2
오류제2동,계,총인구수[명],명,38188
오류제2동,계,남자인구수[명],명,18305
오류제2동,계,여자인구수[명],명,19883
오류제2동,0 - 4세,총인구수[명],명,951
오류제2동,0 - 4세,남자인구수[명],명,502
오류제2동,0 - 4세,여자인구수[명],명,449
오류제2동,5 - 9세,총인구수[명],명,1654
오류제2동,5 - 9세,남자인구수[명],명,854
오류제2동,5 - 9세,여자인구수[명],명,800
오류제2동,10 - 14세,총인구수[명],명,2250
오류제2동,10 - 14세,남자인구수[명],명,1132
오류제2동,10 - 14세,여자인구수[명],명,1118
오류제2동,15 - 19세,총인구수[명],명,1754
오류제2동,15 - 19세,남자인구수[명],명,900
오류제2동,15 - 19세,여자인구수[명],명,854
오류제2동,20 - 24세,총인구수[명],명,1959
오류제2동,20 - 24세,남자인구수[명],명,984
오류제2동,20 - 24세,여자인구수[명],명,975
오류제2동,25 - 29세,총인구수[명],명,2455
오류제2동,25 - 29세,남자인구수[명],명,1188
오류제2동,25 - 29세,여자인구수[명],명,1267
오류제2동,30 - 34세,총인구수[명],명,2421
오류제2동,30 - 34세,남자인구수[명],명,1160
오류제2동,30 - 34세,여자인구수[명],명,1261
오류제2동,35 - 39세,총인구수[명],명,2435
오류제2동,35 - 39세,남자인구수[명],명,1209
오류제2동,35 - 39세,여자인구수[명],명,1226
오류제2동,40 - 44세,총인구수[명],명,3168
오류제2동,40 - 44세,남자인구수[명],명,1523
오류제2동,40 - 44세,여자인구수[명],명,1645
오류제2동,45 - 49세,총인구수[명],명,3127
오류제2동,45 - 49세,남자인구수[명],명,1590
오류제2동,45 - 49세,여자인구수[명],명,1537
오류제2동,50 - 54세,총인구수[명],명,3183
오류제2동,50 - 54세,남자인구수[명],명,1505
오류제2동,50 - 54세,여자인구수[명],명,1678
오류제2동,55 - 59세,총인구수[명],명,2660
오류제2동,55 - 59세,남자인구수[명],명,1282
오류제2동,55 - 59세,여자인구수[명],명,1378
오류제2동,60 - 64세,총인구수[명],명,2864
오류제2동,60 - 64세,남자인구수[명],명,1322
오류제2동,60 - 64세,여자인구수[명],명,1542
오류제2동,65 - 69세,총인구수[명],명,2387
오류제2동,65 - 69세,남자인구수[명],명,1011
오류제2동,65 - 69세,여자인구수[명],명,1376
오류제2동,70 - 74세,총인구수[명],명,1894
오류제2동,70 - 74세,남자인구수[명],명,880
오류제2동,70 - 74세,여자인구수[명],명,1014
오류제2동,75 - 79세,총인구수[명],명,1471
오류제2동,75 - 79세,남자인구수[명],명,648
오류제2동,75 - 79세,여자인구수[명],명,823
오류제2동,80 - 84세,총인구수[명],명,954
오류제2동,80 - 84세,남자인구수[명],명,412
오류제2동,80 - 84세,여자인구수[명],명,542
오류제2동,85 - 89세,총인구수[명],명,413
오류제2동,85 - 89세,남자인구수[명],명,156
오류제2동,85 - 89세,여자인구수[명],명,257
오류제2동,90 - 94세,총인구수[명],명,149
오류제2동,90 - 94세,남자인구수[명],명,45
오류제2동,90 - 94세,여자인구수[명],명,104
오류제2동,95 - 99세,총인구수[명],명,32
오류제2동,95 - 99세,남자인구수[명],명,2
오류제2동,95 - 99세,여자인구수[명],명,30
오류제2동,100+,총인구수[명],명,7
오류제2동,100+,남자인구수[명],명,0
오류제2동,100+,여자인구수[명],명,7
수궁동,계,총인구수[명],명,23130
수궁동,계,남자인구수[명],명,11376
수궁동,계,여자인구수[명],명,11754
수궁동,0 - 4세,총인구수[명],명,593
수궁동,0 - 4세,남자인구수[명],명,319
수궁동,0 - 4세,여자인구수[명],명,274
수궁동,5 - 9세,총인구수[명],명,735
수궁동,5 - 9세,남자인구수[명],명,365
수궁동,5 - 9세,여자인구수[명],명,370
수궁동,10 - 14세,총인구수[명],명,853
수궁동,10 - 14세,남자인구수[명],명,467
수궁동,10 - 14세,여자인구수[명],명,386
수궁동,15 - 19세,총인구수[명],명,982
수궁동,15 - 19세,남자인구수[명],명,552
수궁동,15 - 19세,여자인구수[명],명,430
수궁동,20 - 24세,총인구수[명],명,1264
수궁동,20 - 24세,남자인구수[명],명,683
수궁동,20 - 24세,여자인구수[명],명,581
수궁동,25 - 29세,총인구수[명],명,1567
수궁동,25 - 29세,남자인구수[명],명,793
수궁동,25 - 29세,여자인구수[명],명,774
수궁동,30 - 34세,총인구수[명],명,1594
수궁동,30 - 34세,남자인구수[명],명,796
수궁동,30 - 34세,여자인구수[명],명,798
수궁동,35 - 39세,총인구수[명],명,1492
수궁동,35 - 39세,남자인구수[명],명,762
수궁동,35 - 39세,여자인구수[명],명,730
수궁동,40 - 44세,총인구수[명],명,1756
수궁동,40 - 44세,남자인구수[명],명,893
수궁동,40 - 44세,여자인구수[명],명,863
수궁동,45 - 49세,총인구수[명],명,1811
수궁동,45 - 49세,남자인구수[명],명,878
수궁동,45 - 49세,여자인구수[명],명,933
수궁동,50 - 54세,총인구수[명],명,1999
수궁동,50 - 54세,남자인구수[명],명,965
수궁동,50 - 54세,여자인구수[명],명,1034
수궁동,55 - 59세,총인구수[명],명,1855
수궁동,55 - 59세,남자인구수[명],명,877
수궁동,55 - 59세,여자인구수[명],명,978
수궁동,60 - 64세,총인구수[명],명,2004
수궁동,60 - 64세,남자인구수[명],명,950
수궁동,60 - 64세,여자인구수[명],명,1054
수궁동,65 - 69세,총인구수[명],명,1686
수궁동,65 - 69세,남자인구수[명],명,775
수궁동,65 - 69세,여자인구수[명],명,911
수궁동,70 - 74세,총인구수[명],명,1191
수궁동,70 - 74세,남자인구수[명],명,564
수궁동,70 - 74세,여자인구수[명],명,627
수궁동,75 - 79세,총인구수[명],명,886
수궁동,75 - 79세,남자인구수[명],명,411
수궁동,75 - 79세,여자인구수[명],명,475
수궁동,80 - 84세,총인구수[명],명,546
수궁동,80 - 84세,남자인구수[명],명,232
수궁동,80 - 84세,여자인구수[명],명,314
수궁동,85 - 89세,총인구수[명],명,224
수궁동,85 - 89세,남자인구수[명],명,73
수궁동,85 - 89세,여자인구수[명],명,151
수궁동,90 - 94세,총인구수[명],명,78
수궁동,90 - 94세,남자인구수[명],명,18
수궁동,90 - 94세,여자인구수[명],명,60
수궁동,95 - 99세,총인구수[명],명,12
수궁동,95 - 99세,남자인구수[명],명,2
수궁동,95 - 99세,여자인구수[명],명,10
수궁동,100+,총인구수[명],명,2
수궁동,100+,남자인구수[명],명,1
수궁동,100+,여자인구수[명],명,1
항동,계,총인구수[명],명,16459
항동,계,남자인구수[명],명,8016
항동,계,여자인구수[명],명,8443
항동,0 - 4세,총인구수[명],명,1213
항동,0 - 4세,남자인구수[명],명,613
항동,0 - 4세,여자인구수[명],명,600
항동,5 - 9세,총인구수[명],명,1454
항동,5 - 9세,남자인구수[명],명,767
항동,5 - 9세,여자인구수[명],명,687
항동,10 - 14세,총인구수[명],명,816
항동,10 - 14세,남자인구수[명],명,414
항동,10 - 14세,여자인구수[명],명,402
항동,15 - 19세,총인구수[명],명,534
항동,15 - 19세,남자인구수[명],명,262
항동,15 - 19세,여자인구수[명],명,272
항동,20 - 24세,총인구수[명],명,644
항동,20 - 24세,남자인구수[명],명,313
항동,20 - 24세,여자인구수[명],명,331
항동,25 - 29세,총인구수[명],명,837
항동,25 - 29세,남자인구수[명],명,397
항동,25 - 29세,여자인구수[명],명,440
항동,30 - 34세,총인구수[명],명,1359
항동,30 - 34세,남자인구수[명],명,592
항동,30 - 34세,여자인구수[명],명,767
항동,35 - 39세,총인구수[명],명,1999
항동,35 - 39세,남자인구수[명],명,943
항동,35 - 39세,여자인구수[명],명,1056
항동,40 - 44세,총인구수[명],명,1939
항동,40 - 44세,남자인구수[명],명,1009
항동,40 - 44세,여자인구수[명],명,930
항동,45 - 49세,총인구수[명],명,1170
항동,45 - 49세,남자인구수[명],명,629
항동,45 - 49세,여자인구수[명],명,541
항동,50 - 54세,총인구수[명],명,938
항동,50 - 54세,남자인구수[명],명,469
항동,50 - 54세,여자인구수[명],명,469
항동,55 - 59세,총인구수[명],명,862
항동,55 - 59세,남자인구수[명],명,392
항동,55 - 59세,여자인구수[명],명,470
항동,60 - 64세,총인구수[명],명,939
항동,60 - 64세,남자인구수[명],명,420
항동,60 - 64세,여자인구수[명],명,519
항동,65 - 69세,총인구수[명],명,731
항동,65 - 69세,남자인구수[명],명,302
항동,65 - 69세,여자인구수[명],명,429
항동,70 - 74세,총인구수[명],명,504
항동,70 - 74세,남자인구수[명],명,274
항동,70 - 74세,여자인구수[명],명,230
항동,75 - 79세,총인구수[명],명,243
항동,75 - 79세,남자인구수[명],명,124
항동,75 - 79세,여자인구수[명],명,119
항동,80 - 84세,총인구수[명],명,150
항동,80 - 84세,남자인구수[명],명,63
항동,80 - 84세,여자인구수[명],명,87
항동,85 - 89세,총인구수[명],명,80
항동,85 - 89세,남자인구수[명],명,22
항동,85 - 89세,여자인구수[명],명,58
항동,90 - 94세,총인구수[명],명,38
항동,90 - 94세,남자인구수[명],명,11
항동,90 - 94세,여자인구수[명],명,27
항동,95 - 99세,총인구수[명],명,6
항동,95 - 99세,남자인구수[명],명,0
항동,95 - 99세,여자인구수[명],명,6
항동,100+,총인구수[명],명,3
항동,100+,남자인구수[명],명,0
항동,100+,여자인구수[명],명,3
가산동,계,총인구수[명],명,24233
가산동,계,남자인구수[명],명,13045
가산동,계,여자인구수[명],명,11188
가산동,0 - 4세,총인구수[명],명,330
가산동,0 - 4세,남자인구수[명],명,179
가산동,0 - 4세,여자인구수[명],명,151
가산동,5 - 9세,총인구수[명],명,301
가산동,5 - 9세,남자인구수[명],명,143
가산동,5 - 9세,여자인구수[명],명,158
가산동,10 - 14세,총인구수[명],명,273
가산동,10 - 14세,남자인구수[명],명,135
가산동,10 - 14세,여자인구수[명],명,138
가산동,15 - 19세,총인구수[명],명,381
가산동,15 - 19세,남자인구수[명],명,175
가산동,15 - 19세,여자인구수[명],명,206
가산동,20 - 24세,총인구수[명],명,1824
